,year,home_team,month,day,attend,day_of_week,opponent,temp,skies,day_night,cap,shirt,fireworks,bobblehead,hum>average,attend_inc,attend_thousands
1173,2012,Toronto Blue Jays,JUL,15,18485,Sunday,Cleveland Indians,68,Dome,Day,NO,NO,NO,NO,YES,-4277,18
1174,2012,Toronto Blue Jays,JUL,24,17980,Tuesday,Oakland Athletics,79,Clear,Night,NO,NO,NO,NO,YES,-505,18
1175,2012,Toronto Blue Jays,JUL,25,16764,Wednesday,Oakland Athletics,68,Dome,Night,NO,NO,NO,NO,YES,-1216,17
1176,2012,Toronto Blue Jays,JUL,26,27302,Thursday,Oakland Athletics,68,Dome,Day,NO,NO,NO,NO,NO,10538,27
1177,2012,Toronto Blue Jays,JUL,27,23773,Friday,Detroit Tigers,75,Cloudy,Night,NO,NO,NO,NO,,-3529,24
1178,2012,Toronto Blue Jays,JUL,28,29282,Saturday,Detroit Tigers,77,Cloudy,Day,NO,NO,NO,NO,YES,5509,29
1179,2012,Toronto Blue Jays,JUL,29,25182,Sunday,Detroit Tigers,75,Clear,Day,NO,NO,NO,NO,YES,-4100,25
1180,2012,Toronto Blue Jays,AUG,10,29127,Friday,New York Yankees,68,Dome,Night,NO,NO,NO,NO,YES,3945,29
1181,2012,Toronto Blue Jays,AUG,11,31907,Saturday,New York Yankees,68,Dome,Day,NO,NO,NO,NO,YES,2780,32
1182,2012,Toronto Blue Jays,AUG,12,30747,Sunday,New York Yankees,68,Dome,Day,YES,NO,NO,NO,YES,-1160,31
1183,2012,Toronto Blue Jays,AUG,13,11780,Monday,Chicago White Sox,73,Cloudy,Night,NO,NO,NO,NO,YES,-18967,12
1184,2012,Toronto Blue Jays,AUG,14,13243,Tuesday,Chicago White Sox,70,Cloudy,Night,NO,NO,NO,NO,YES,1463,13
1185,2012,Toronto Blue Jays,AUG,15,14083,Wednesday,Chicago White Sox,73,Cloudy,Night,NO,NO,NO,NO,YES,840,14
1186,2012,Toronto Blue Jays,AUG,16,13898,Thursday,Chicago White Sox,77,Cloudy,Night,NO,NO,NO,NO,YES,-185,14
1187,2012,Toronto Blue Jays,AUG,17,18771,Friday,Texas Rangers,73,Cloudy,Night,NO,NO,NO,NO,YES,4873,19
1188,2012,Toronto Blue Jays,AUG,18,21023,Saturday,Texas Rangers,68,Clear,Day,NO,NO,NO,NO,NO,2252,21
1189,2012,Toronto Blue Jays,AUG,19,24991,Sunday,Texas Rangers,68,Cloudy,Day,NO,NO,NO,YES,YES,3968,25
1190,2012,Toronto Blue Jays,AUG,30,15898,Thursday,Tampa Bay Rays,77,Clear,Night,NO,NO,NO,NO,NO,-9093,16
1191,2012,Toronto Blue Jays,AUG,31,14111,Friday,Tampa Bay Rays,88,Clear,Night,NO,NO,NO,NO,NO,-1787,14
1192,2012,Toronto Blue Jays,SEP,1,14335,Saturday,Tampa Bay Rays,73,Clear,Day,NO,NO,NO,NO,YES,224,14
1193,2012,Toronto Blue Jays,SEP,2,12998,Sunday,Tampa Bay Rays,72,Clear,Day,NO,NO,NO,NO,,-1337,13
1194,2012,Toronto Blue Jays,SEP,3,12054,Monday,Baltimore Orioles,73,Clear,Day,NO,NO,NO,NO,YES,-944,12
1195,2012,Toronto Blue Jays,SEP,4,9489,Tuesday,Baltimore Orioles,68,Dome,Night,NO,NO,NO,NO,NO,-2565,9
1196,2012,Toronto Blue Jays,SEP,5,10121,Wednesday,Baltimore Orioles,75,Cloudy,Night,NO,NO,NO,NO,YES,632,10
1197,2012,Toronto Blue Jays,SEP,11,9054,Tuesday,Seattle Mariners,72,Clear,Night,NO,NO,NO,NO,NO,-1067,9
1198,2012,Toronto Blue Jays,SEP,12,9463,Wednesday,Seattle Mariners,73,Clear,Night,NO,NO,NO,NO,,409,9
1199,2012,Toronto Blue Jays,SEP,13,9629,Thursday,Seattle Mariners,73,Cloudy,Night,NO,NO,NO,NO,YES,166,10
1200,2012,Toronto Blue Jays,SEP,14,15322,Friday,Boston Red Sox,68,Dome,Night,NO,NO,NO,NO,NO,5693,15
1201,2012,Toronto Blue Jays,SEP,15,19128,Saturday,Boston Red Sox,63,Cloudy,Day,NO,NO,NO,NO,NO,3806,19
1210,2012,Arizona Diamondbacks,APR,6,34391,Friday,San Francisco Giants,77,Cloudy,Night,NO,YES,NO,NO,YES,,34
1211,2012,Arizona Diamondbacks,APR,7,24352,Saturday,San Francisco Giants,79,Clear,Day,NO,NO,NO,NO,,-10039,24
1212,2012,Arizona Diamondbacks,APR,8,16935,Sunday,San Francisco Giants,83,Cloudy,Day,NO,NO,NO,NO,YES,-7417,17
1213,2012,Arizona Diamondbacks,APR,16,12156,Monday,Pittsburgh Pirates,81,Clear,Night,NO,NO,NO,NO,YES,-4779,12
1214,2012,Arizona Diamondbacks,APR,17,13439,Tuesday,Pittsburgh Pirates,87,Clear,Night,NO,NO,NO,NO,NO,1283,13
1215,2012,Arizona Diamondbacks,APR,18,12858,Wednesday,Pittsburgh Pirates,84,Clear,Day,NO,NO,NO,NO,NO,-581,13
1216,2012,Arizona Diamondbacks,APR,19,12677,Thursday,Atlanta Braves,91,Clear,Night,NO,NO,NO,NO,YES,-181,13
1217,2012,Arizona Diamondbacks,APR,20,19433,Friday,Atlanta Braves,93,Clear,Night,NO,NO,YES,NO,YES,6756,19
1218,2012,Arizona Diamondbacks,APR,21,21132,Saturday,Atlanta Braves,97,Clear,Night,NO,NO,NO,NO,NO,1699,21
1219,2012,Arizona Diamondbacks,APR,22,20075,Sunday,Atlanta Braves,74,Dome,Day,NO,NO,NO,NO,NO,-1057,20
1220,2012,Arizona Diamondbacks,APR,23,14836,Monday,Philadelphia Phillies,97,Cloudy,Night,NO,NO,NO,NO,NO,-5239,15
1221,2012,Arizona Diamondbacks,APR,24,16949,Tuesday,Philadelphia Phillies,92,Clear,Night,NO,NO,NO,NO,YES,2113,17
1222,2012,Arizona Diamondbacks,APR,25,18154,Wednesday,Philadelphia Phillies,76,Dome,Day,NO,NO,NO,NO,YES,1205,18
1223,2012,Arizona Diamondbacks,MAY,7,18513,Monday,St. Louis Cardinals,88,Clear,Night,NO,NO,NO,NO,YES,359,19
1224,2012,Arizona Diamondbacks,MAY,8,21109,Tuesday,St. Louis Cardinals,90,Cloudy,Night,NO,NO,NO,NO,YES,2596,21
1225,2012,Arizona Diamondbacks,MAY,9,19397,Wednesday,St. Louis Cardinals,78,Dome,Night,NO,NO,NO,NO,YES,-1712,19
1226,2012,Arizona Diamondbacks,MAY,11,25054,Friday,San Francisco Giants,95,Clear,Night,NO,NO,YES,NO,NO,5657,25
1227,2012,Arizona Diamondbacks,MAY,12,22203,Saturday,San Francisco Giants,78,Dome,Night,NO,NO,NO,NO,NO,-2851,22
1228,2012,Arizona Diamondbacks,MAY,13,24801,Sunday,San Francisco Giants,77,Dome,Day,NO,NO,NO,NO,NO,2598,25
1229,2012,Arizona Diamondbacks,MAY,21,17338,Monday,Los Angeles Dodgers,105,Clear,Night,NO,NO,NO,NO,NO,-7463,17
1230,2012,Arizona Diamondbacks,MAY,22,18017,Tuesday,Los Angeles Dodgers,105,Cloudy,Night,NO,NO,NO,NO,NO,679,18
1231,2012,Arizona Diamondbacks,MAY,23,19352,Wednesday,Los Angeles Dodgers,99,Clear,Night,NO,NO,NO,NO,YES,1335,19
1232,2012,Arizona Diamondbacks,MAY,25,24835,Friday,Milwaukee Brewers,91,Clear,Night,NO,NO,YES,NO,NO,5483,25
1233,2012,Arizona Diamondbacks,MAY,26,21129,Saturday,Milwaukee Brewers,80,Clear,Night,NO,NO,NO,YES,,-3706,21
1234,2012,Arizona Diamondbacks,MAY,27,23437,Sunday,Milwaukee Brewers,73,Dome,Day,NO,NO,NO,NO,NO,2308,23
1235,2012,Arizona Diamondbacks,JUN,4,16017,Monday,Colorado Rockies,100,Clear,Night,NO,NO,NO,NO,,-7420,16
1236,2012,Arizona Diamondbacks,JUN,5,15625,Tuesday,Colorado Rockies,98,Clear,Night,NO,NO,NO,NO,YES,-392,16
1237,2012,Arizona Diamondbacks,JUN,6,16148,Wednesday,Colorado Rockies,98,Clear,Night,NO,NO,NO,NO,NO,523,16
1238,2012,Arizona Diamondbacks,JUN,8,18051,Friday,Oakland Athletics,101,Clear,Night,NO,NO,YES,NO,YES,1903,18
1239,2012,Arizona Diamondbacks,JUN,9,19643,Saturday,Oakland Athletics,102,Clear,Night,NO,NO,NO,NO,YES,1592,20
1240,2012,Arizona Diamondbacks,JUN,10,19678,Sunday,Oakland Athletics,76,Dome,Day,NO,NO,NO,NO,NO,35,20
1241,2012,Arizona Diamondbacks,JUN,18,16999,Monday,Seattle Mariners,82,Dome,Night,NO,NO,NO,NO,NO,-2679,17
1242,2012,Arizona Diamondbacks,JUN,19,15098,Tuesday,Seattle Mariners,81,Dome,Night,NO,NO,NO,NO,YES,-1901,15
1243,2012,Arizona Diamondbacks,JUN,20,20741,Wednesday,Seattle Mariners,77,Dome,Day,NO,NO,NO,NO,NO,5643,21
1244,2012,Arizona Diamondbacks,JUN,22,24258,Friday,Chicago Cubs,81,Dome,Night,NO,NO,YES,NO,YES,3517,24
1245,2012,Arizona Diamondbacks,JUN,23,26979,Saturday,Chicago Cubs,79,Dome,Night,NO,NO,NO,YES,YES,2721,27
1246,2012,Arizona Diamondbacks,JUN,24,23414,Sunday,Chicago Cubs,76,Dome,Day,NO,NO,NO,NO,NO,-3565,23
1247,2012,Arizona Diamondbacks,JUL,2,13743,Monday,San Diego Padres,82,Dome,Night,NO,NO,NO,NO,NO,-9671,14
1248,2012,Arizona Diamondbacks,JUL,3,14930,Tuesday,San Diego Padres,80,Dome,Night,NO,NO,NO,NO,NO,1187,15
1249,2012,Arizona Diamondbacks,JUL,4,34173,Wednesday,San Diego Padres,74,Dome,Night,NO,YES,YES,NO,YES,19243,34
1250,2012,Arizona Diamondbacks,JUL,5,16101,Thursday,Los Angeles Dodgers,78,Dome,Night,NO,NO,NO,NO,YES,-18072,16
1251,2012,Arizona Diamondbacks,JUL,6,17424,Friday,Los Angeles Dodgers,79,Dome,Night,NO,NO,NO,NO,YES,1323,17
1252,2012,Arizona Diamondbacks,JUL,7,25832,Saturday,Los Angeles Dodgers,79,Dome,Night,NO,NO,NO,NO,YES,8408,26
1253,2012,Arizona Diamondbacks,JUL,8,21366,Sunday,Los Angeles Dodgers,76,Dome,Day,NO,NO,NO,NO,YES,-4466,21
1254,2012,Arizona Diamondbacks,JUL,20,16497,Friday,Houston Astros,80,Dome,Night,NO,NO,YES,NO,YES,-4869,16
1255,2012,Arizona Diamondbacks,JUL,21,24966,Saturday,Houston Astros,79,Dome,Night,YES,NO,NO,NO,NO,8469,25
1256,2012,Arizona Diamondbacks,JUL,22,14666,Sunday,Houston Astros,77,Dome,Day,NO,NO,NO,NO,YES,-10300,15
1257,2012,Arizona Diamondbacks,JUL,23,14039,Monday,Colorado Rockies,79,Dome,Night,NO,NO,NO,NO,YES,-627,14
1258,2012,Arizona Diamondbacks,JUL,24,14302,Tuesday,Colorado Rockies,79,Dome,Night,NO,NO,NO,NO,NO,263,14
1259,2012,Arizona Diamondbacks,JUL,25,16369,Wednesday,Colorado Rockies,79,Dome,Night,NO,NO,NO,NO,YES,2067,16
1260,2012,Arizona Diamondbacks,JUL,26,15407,Thursday,New York Mets,79,Dome,Night,NO,NO,NO,NO,NO,-962,15
1261,2012,Arizona Diamondbacks,JUL,27,16205,Friday,New York Mets,79,Dome,Night,NO,NO,YES,NO,NO,798,16
1262,2012,Arizona Diamondbacks,JUL,28,23631,Saturday,New York Mets,78,Dome,Night,NO,NO,NO,YES,YES,7426,24
1263,2012,Arizona Diamondbacks,JUL,29,22494,Sunday,New York Mets,76,Dome,Day,NO,NO,NO,NO,NO,-1137,22
1264,2012,Arizona Diamondbacks,AUG,10,20553,Friday,Washington Nationals,82,Dome,Night,NO,NO,YES,NO,YES,-1941,21
1265,2012,Arizona Diamondbacks,AUG,11,23821,Saturday,Washington Nationals,79,Dome,Night,NO,NO,NO,YES,YES,3268,24
1266,2012,Arizona Diamondbacks,AUG,12,19142,Sunday,Washington Nationals,77,Dome,Day,NO,NO,NO,NO,,-4679,19
1267,2012,Arizona Diamondbacks,AUG,20,12395,Monday,Miami Marlins,81,Dome,Night,NO,NO,NO,NO,YES,-6747,12
1268,2012,Arizona Diamondbacks,AUG,21,12204,Tuesday,Miami Marlins,79,Dome,Night,NO,NO,NO,NO,YES,-191,12
1269,2012,Arizona Diamondbacks,AUG,22,12067,Wednesday,Miami Marlins,77,Dome,Day,NO,NO,NO,NO,NO,-137,12
1270,2012,Arizona Diamondbacks,AUG,22,14019,Wednesday,Miami Marlins,74,Dome,Night,NO,NO,NO,NO,NO,1952,14
1271,2012,Arizona Diamondbacks,AUG,24,22908,Friday,San Diego Padres,78,Dome,Night,NO,NO,NO,NO,NO,8889,23
1272,2012,Arizona Diamondbacks,AUG,25,19333,Saturday,San Diego Padres,77,Dome,Night,NO,NO,NO,NO,NO,-3575,19
1273,2012,Arizona Diamondbacks,AUG,26,19720,Sunday,San Diego Padres,75,Dome,Day,NO,NO,NO,NO,YES,387,20
1274,2012,Arizona Diamondbacks,AUG,27,12576,Monday,Cincinnati Reds,77,Dome,Night,NO,NO,NO,NO,NO,-7144,13
1275,2012,Arizona Diamondbacks,AUG,28,14385,Tuesday,Cincinnati Reds,78,Dome,Night,NO,NO,NO,NO,,1809,14
1276,2012,Arizona Diamondbacks,AUG,29,12916,Wednesday,Cincinnati Reds,76,Dome,Day,NO,NO,NO,NO,NO,-1469,13
1277,2012,Arizona Diamondbacks,SEP,11,16776,Tuesday,Los Angeles Dodgers,74,Dome,Night,NO,NO,NO,NO,NO,3860,17
1278,2012,Arizona Diamondbacks,SEP,12,17534,Wednesday,Los Angeles Dodgers,75,Dome,Night,NO,NO,NO,NO,NO,758,18
1279,2012,Arizona Diamondbacks,SEP,14,22299,Friday,San Francisco Giants,93,Clear,Night,NO,NO,YES,NO,,4765,22
1280,2012,Arizona Diamondbacks,SEP,15,27418,Saturday,San Francisco Giants,75,Dome,Night,NO,NO,NO,YES,YES,5119,27
1281,2012,Arizona Diamondbacks,SEP,16,20336,Sunday,San Francisco Giants,72,Dome,Day,NO,NO,NO,NO,YES,-7082,20
1282,2012,Arizona Diamondbacks,SEP,18,14568,Tuesday,San Diego Padres,99,Clear,Night,NO,NO,NO,NO,NO,-5768,15
1291,2012,Atlanta Braves,APR,13,35444,Friday,Milwaukee Brewers,69,Cloudy,Night,NO,NO,YES,NO,NO,,35
1292,2012,Atlanta Braves,APR,14,26186,Saturday,Milwaukee Brewers,75,Clear,Night,NO,NO,NO,NO,NO,-9258,26
1293,2012,Atlanta Braves,APR,15,21582,Sunday,Milwaukee Brewers,75,Cloudy,Day,NO,NO,NO,NO,YES,-4604,22
1294,2012,Atlanta Braves,APR,16,11313,Monday,New York Mets,71,Cloudy,Night,NO,NO,NO,NO,YES,-10269,11
1295,2012,Atlanta Braves,APR,17,13112,Tuesday,New York Mets,68,Cloudy,Night,NO,NO,NO,NO,YES,1799,13
1296,2012,Atlanta Braves,APR,18,12536,Wednesday,New York Mets,62,Rainy,Day,NO,NO,NO,NO,NO,-576,13
1297,2012,Atlanta Braves,APR,27,25350,Friday,Pittsburgh Pirates,75,Cloudy,Night,NO,NO,YES,NO,YES,12814,25
1298,2012,Atlanta Braves,APR,28,23860,Saturday,Pittsburgh Pirates,81,Clear,Night,NO,NO,NO,NO,YES,-1490,24
1299,2012,Atlanta Braves,APR,29,21293,Sunday,Pittsburgh Pirates,81,Clear,Day,NO,NO,NO,NO,NO,-2567,21
1300,2012,Atlanta Braves,APR,30,12027,Monday,Pittsburgh Pirates,84,Cloudy,Night,NO,NO,NO,NO,YES,-9266,12
1301,2012,Atlanta Braves,MAY,1,15148,Tuesday,Philadelphia Phillies,84,Cloudy,Night,NO,NO,NO,NO,NO,3121,15
1302,2012,Atlanta Braves,MAY,2,18553,Wednesday,Philadelphia Phillies,87,Cloudy,Night,NO,NO,NO,NO,NO,3405,19
1303,2012,Atlanta Braves,MAY,3,16810,Thursday,Philadelphia Phillies,81,Cloudy,Day,NO,NO,NO,NO,YES,-1743,17
1304,2012,Atlanta Braves,MAY,14,13788,Monday,Cincinnati Reds,79,Cloudy,Night,NO,NO,NO,NO,YES,-3022,14
1305,2012,Atlanta Braves,MAY,15,15071,Tuesday,Cincinnati Reds,76,Cloudy,Night,NO,NO,NO,NO,NO,1283,15
1306,2012,Atlanta Braves,MAY,16,14774,Wednesday,Miami Marlins,79,Cloudy,Night,NO,NO,NO,NO,NO,-297,15
1307,2012,Atlanta Braves,MAY,17,19407,Thursday,Miami Marlins,81,Cloudy,Night,NO,NO,NO,NO,,4633,19
1308,2012,Atlanta Braves,MAY,25,26364,Friday,Washington Nationals,88,Cloudy,Night,NO,NO,YES,NO,YES,6957,26
1309,2012,Atlanta Braves,MAY,26,29889,Saturday,Washington Nationals,90,Cloudy,Day,NO,NO,NO,NO,NO,3525,30
1310,2012,Atlanta Braves,MAY,27,26980,Sunday,Washington Nationals,85,Clear,Night,NO,NO,NO,NO,YES,-2909,27
1311,2012,Atlanta Braves,MAY,28,29698,Monday,St. Louis Cardinals,82,Cloudy,Day,NO,NO,NO,NO,YES,2718,30
1312,2012,Atlanta Braves,MAY,29,18353,Tuesday,St. Louis Cardinals,82,Cloudy,Night,NO,NO,NO,NO,YES,-11345,18
1313,2012,Atlanta Braves,MAY,30,19932,Wednesday,St. Louis Cardinals,89,Cloudy,Night,NO,NO,NO,NO,YES,1579,20
1314,2012,Atlanta Braves,JUN,8,29742,Friday,Toronto Blue Jays,84,Cloudy,Night,NO,NO,YES,NO,NO,9810,30
1315,2012,Atlanta Braves,JUN,9,22973,Saturday,Toronto Blue Jays,86,Cloudy,Day,NO,NO,NO,YES,NO,-6769,23
1316,2012,Atlanta Braves,JUN,10,14155,Sunday,Toronto Blue Jays,71,Cloudy,Day,NO,NO,NO,NO,NO,-8818,14
1317,2012,Atlanta Braves,JUN,11,29868,Monday,New York Yankees,79,Cloudy,Night,YES,NO,NO,NO,YES,15713,30
1318,2012,Atlanta Braves,JUN,12,29016,Tuesday,New York Yankees,84,Cloudy,Night,NO,NO,NO,NO,YES,-852,29
1319,2012,Atlanta Braves,JUN,13,34257,Wednesday,New York Yankees,83,Cloudy,Night,NO,NO,NO,YES,NO,5241,34
1320,2012,Atlanta Braves,JUN,15,21269,Friday,Baltimore Orioles,82,Cloudy,Night,NO,NO,YES,NO,YES,-12988,21
1321,2012,Atlanta Braves,JUN,16,28792,Saturday,Baltimore Orioles,80,Cloudy,Night,NO,NO,NO,NO,NO,7523,29
1322,2012,Atlanta Braves,JUN,17,20671,Sunday,Baltimore Orioles,82,Clear,Day,NO,NO,NO,NO,YES,-8121,21
1323,2012,Atlanta Braves,JUN,26,16459,Tuesday,Arizona Diamondbacks,88,Clear,Night,NO,NO,NO,NO,NO,-4212,16
1324,2012,Atlanta Braves,JUN,27,14027,Wednesday,Arizona Diamondbacks,89,Clear,Night,NO,NO,NO,NO,NO,-2432,14
1325,2012,Atlanta Braves,JUN,28,15339,Thursday,Arizona Diamondbacks,97,Clear,Night,NO,NO,NO,NO,YES,1312,15
1326,2012,Atlanta Braves,JUN,29,22609,Friday,Washington Nationals,101,Clear,Night,NO,NO,YES,NO,YES,7270,23
1327,2012,Atlanta Braves,JUN,30,18544,Saturday,Washington Nationals,104,Clear,Day,NO,NO,NO,NO,YES,-4065,19
1328,2012,Atlanta Braves,JUL,1,13157,Sunday,Washington Nationals,101,Cloudy,Day,NO,NO,NO,NO,NO,-5387,13
1329,2012,Atlanta Braves,JUL,2,15604,Monday,Chicago Cubs,91,Cloudy,Night,NO,NO,NO,NO,YES,2447,16
1330,2012,Atlanta Braves,JUL,3,19484,Tuesday,Chicago Cubs,72,Cloudy,Night,NO,NO,YES,NO,YES,3880,19
1331,2012,Atlanta Braves,JUL,4,28423,Wednesday,Chicago Cubs,82,Cloudy,Night,NO,NO,YES,NO,NO,8939,28
1332,2012,Atlanta Braves,JUL,5,17086,Thursday,Chicago Cubs,96,Cloudy,Night,NO,NO,NO,NO,NO,-11337,17
1333,2012,Atlanta Braves,JUL,13,25914,Friday,New York Mets,73,Cloudy,Night,NO,NO,YES,NO,NO,8828,26
1334,2012,Atlanta Braves,JUL,14,22796,Saturday,New York Mets,89,Cloudy,Day,NO,NO,NO,NO,NO,-3118,23
1335,2012,Atlanta Braves,JUL,15,16367,Sunday,New York Mets,87,Cloudy,Day,NO,NO,NO,NO,YES,-6429,16
1336,2012,Atlanta Braves,JUL,17,20736,Tuesday,San Francisco Giants,77,Cloudy,Night,NO,NO,NO,NO,YES,4369,21
1337,2012,Atlanta Braves,JUL,18,20587,Wednesday,San Francisco Giants,76,Cloudy,Night,NO,NO,NO,NO,YES,-149,21
1338,2012,Atlanta Braves,JUL,19,20744,Thursday,San Francisco Giants,84,Cloudy,Day,NO,NO,NO,NO,NO,157,21
1339,2012,Atlanta Braves,JUL,27,29567,Friday,Philadelphia Phillies,85,Cloudy,Night,NO,YES,YES,NO,NO,8823,30
1340,2012,Atlanta Braves,JUL,28,27920,Saturday,Philadelphia Phillies,94,Clear,Night,NO,NO,NO,NO,NO,-1647,28
1341,2012,Atlanta Braves,JUL,29,16608,Sunday,Philadelphia Phillies,90,Clear,Day,NO,NO,NO,NO,YES,-11312,17
1342,2012,Atlanta Braves,JUL,30,15837,Monday,Miami Marlins,94,Clear,Night,NO,NO,NO,NO,NO,-771,16
1343,2012,Atlanta Braves,JUL,31,15273,Tuesday,Miami Marlins,86,Cloudy,Night,NO,NO,YES,NO,NO,-564,15
1344,2012,Atlanta Braves,AUG,1,12693,Wednesday,Miami Marlins,89,Cloudy,Night,NO,NO,NO,NO,YES,-2580,13
1345,2012,Atlanta Braves,AUG,2,13780,Thursday,Miami Marlins,87,Cloudy,Night,NO,NO,NO,NO,NO,1087,14
1346,2012,Atlanta Braves,AUG,3,19810,Friday,Houston Astros,87,Cloudy,Night,NO,NO,YES,NO,NO,6030,20
1347,2012,Atlanta Braves,AUG,4,21020,Saturday,Houston Astros,84,Cloudy,Night,NO,NO,NO,NO,YES,1210,21
1348,2012,Atlanta Braves,AUG,5,16432,Sunday,Houston Astros,89,Cloudy,Day,NO,NO,NO,NO,YES,-4588,16
1349,2012,Atlanta Braves,AUG,13,12775,Monday,San Diego Padres,71,Cloudy,Night,NO,NO,NO,NO,NO,-3657,13
1350,2012,Atlanta Braves,AUG,14,11499,Tuesday,San Diego Padres,84,Cloudy,Night,NO,NO,NO,NO,,-1276,11
1351,2012,Atlanta Braves,AUG,15,11411,Wednesday,San Diego Padres,84,Cloudy,Night,NO,NO,NO,NO,NO,-88,11
1352,2012,Atlanta Braves,AUG,16,23210,Thursday,San Diego Padres,87,Clear,Night,NO,NO,NO,YES,NO,11799,23
1353,2012,Atlanta Braves,AUG,17,23165,Friday,Los Angeles Dodgers,82,Cloudy,Night,NO,NO,YES,NO,NO,-45,23
1354,2012,Atlanta Braves,AUG,18,29553,Saturday,Los Angeles Dodgers,79,Cloudy,Night,NO,NO,NO,NO,,6388,30
1355,2012,Atlanta Braves,AUG,19,18759,Sunday,Los Angeles Dodgers,77,Cloudy,Day,NO,NO,NO,NO,NO,-10794,19
1356,2012,Atlanta Braves,AUG,31,21842,Friday,Philadelphia Phillies,83,Cloudy,Night,NO,NO,YES,NO,YES,3083,22
1357,2012,Atlanta Braves,SEP,1,31324,Saturday,Philadelphia Phillies,90,Cloudy,Day,NO,NO,NO,NO,YES,9482,31
1358,2012,Atlanta Braves,SEP,2,25476,Sunday,Philadelphia Phillies,83,Cloudy,Day,NO,NO,NO,NO,YES,-5848,25
1359,2012,Atlanta Braves,SEP,3,17394,Monday,Colorado Rockies,83,Cloudy,Day,NO,NO,NO,NO,YES,-8082,17
1360,2012,Atlanta Braves,SEP,4,11680,Tuesday,Colorado Rockies,74,Cloudy,Night,NO,NO,NO,NO,YES,-5714,12
1361,2012,Atlanta Braves,SEP,5,11700,Wednesday,Colorado Rockies,81,Cloudy,Night,NO,NO,NO,NO,NO,20,12
1362,2012,Atlanta Braves,SEP,6,13519,Thursday,Colorado Rockies,77,Cloudy,Day,NO,NO,NO,NO,,1819,14
1363,2012,Atlanta Braves,SEP,14,29258,Friday,Washington Nationals,79,Cloudy,Night,NO,NO,YES,NO,YES,15739,29
1372,2012,Chicago Cubs,APR,5,28823,Thursday,Washington Nationals,51,Cloudy,Day,NO,NO,NO,NO,NO,,29
1373,2012,Chicago Cubs,APR,7,28071,Saturday,Washington Nationals,60,Clear,Day,NO,NO,NO,NO,,-752,28
1374,2012,Chicago Cubs,APR,8,22381,Sunday,Washington Nationals,60,Clear,Day,NO,NO,NO,NO,NO,-5690,22
1375,2012,Chicago Cubs,APR,9,26695,Monday,Milwaukee Brewers,57,Cloudy,Night,YES,NO,NO,NO,YES,4314,27
1376,2012,Chicago Cubs,APR,10,26086,Tuesday,Milwaukee Brewers,40,Cloudy,Night,NO,NO,NO,NO,NO,-609,26
1377,2012,Chicago Cubs,APR,11,23831,Wednesday,Milwaukee Brewers,44,Clear,Day,NO,NO,NO,NO,YES,-2255,24
1378,2012,Chicago Cubs,APR,12,25418,Thursday,Milwaukee Brewers,57,Clear,Day,NO,NO,NO,NO,NO,1587,25
1379,2012,Chicago Cubs,APR,20,26447,Friday,Cincinnati Reds,42,Cloudy,Day,NO,NO,NO,NO,NO,1029,26
1380,2012,Chicago Cubs,APR,21,26884,Saturday,Cincinnati Reds,43,Cloudy,Day,NO,NO,NO,NO,NO,437,27
1381,2012,Chicago Cubs,APR,22,25061,Sunday,Cincinnati Reds,45,Cloudy,Day,NO,NO,NO,NO,YES,-1823,25
1382,2012,Chicago Cubs,APR,23,26456,Monday,St. Louis Cardinals,44,Clear,Night,NO,NO,NO,NO,YES,1395,26
1383,2012,Chicago Cubs,APR,24,27226,Tuesday,St. Louis Cardinals,57,Cloudy,Night,NO,NO,NO,NO,NO,770,27
1384,2012,Chicago Cubs,APR,25,24426,Wednesday,St. Louis Cardinals,53,Cloudy,Day,NO,NO,NO,NO,YES,-2800,24
1385,2012,Chicago Cubs,MAY,4,26132,Friday,Los Angeles Dodgers,52,Cloudy,Day,NO,NO,NO,NO,NO,1706,26
1386,2012,Chicago Cubs,MAY,5,27912,Saturday,Los Angeles Dodgers,49,Cloudy,Day,NO,NO,NO,NO,NO,1780,28
1387,2012,Chicago Cubs,MAY,6,26688,Sunday,Los Angeles Dodgers,57,Cloudy,Day,NO,NO,NO,NO,YES,-1224,27
1388,2012,Chicago Cubs,MAY,7,25415,Monday,Atlanta Braves,56,Cloudy,Night,NO,NO,NO,NO,YES,-1273,25
1389,2012,Chicago Cubs,MAY,8,26966,Tuesday,Atlanta Braves,66,Cloudy,Night,NO,YES,NO,NO,NO,1551,27
1390,2012,Chicago Cubs,MAY,9,22333,Wednesday,Atlanta Braves,52,Cloudy,Day,NO,NO,NO,YES,YES,-4633,22
1391,2012,Chicago Cubs,MAY,16,27075,Wednesday,Philadelphia Phillies,58,Cloudy,Night,NO,NO,NO,NO,,4742,27
1392,2012,Chicago Cubs,MAY,17,26590,Thursday,Philadelphia Phillies,63,Cloudy,Night,NO,NO,NO,NO,NO,-485,27
1393,2012,Chicago Cubs,MAY,18,24456,Friday,Chicago White Sox,76,Clear,Day,NO,NO,NO,NO,YES,-2134,24
1394,2012,Chicago Cubs,MAY,19,28160,Saturday,Chicago White Sox,81,Cloudy,Night,NO,NO,NO,NO,NO,3704,28
1395,2012,Chicago Cubs,MAY,20,26862,Sunday,Chicago White Sox,91,Cloudy,Day,NO,NO,NO,NO,NO,-1298,27
